7188,1,10,1407470400
430,1,10,1376539200
3134,1,10,1369713600
3026,1,10,1350014400
3010,1,10,1347854400
804,1,10,1337572800
160,1,10,1394683200
95,1,9,1384578000
377,1,7,1414728000
888,1,7,1365652800
89,1,7,1351742400
1901,1,6,1411790400
161,1,6,1413345600
256,1,6,1342584000
351,1,5,1416373200
3329,1,5,1389934800
3341,1,5,1388984400
649,1,5,1384491600
1583,1,5,1380945600
87,1,5,1381809600
37,1,5,1374033600
309,1,5,1378353600
821,1,5,1368676800
1496,1,5,1394168400
637,1,5,1364961600
964,1,5,1350100800
594,1,5,1370836800
2249,1,5,1360386000
554,1,5,1346126400
20,1,5,1343275200
2227,1,5,1353301200
1315,1,5,1334635200
519,1,5,1344571200
1316,1,5,1332216000
2149,1,5,1326949200
1724,1,5,1322802000
18,1,5,1315022400
57,1,5,1314158400
118,1,4,1414123200
3254,1,4,1373342400
1177,1,4,1371009600
112,1,4,1355634000
11,1,4,1374984000
586,1,4,1314763200
35,1,4,1330578000
15,1,4,1319860800
1445,1,4,1309752000
152,1,4,1354078800
2,1,4,1411963200
113,1,4,1311307200
44,1,3,1415854800
2401,1,3,1390626000
10,1,3,1375243200
2378,1,3,1378612800
126,1,3,1374206400
3245,1,3,1369972800
783,1,3,1368676800
493,1,3,1362114000
1358,1,3,1372737600
1180,1,3,1378267200
529,1,3,1361595600
333,1,3,1357275600
1538,1,3,1358744400
2282,1,3,1353819600
1519,1,3,1363924800
2966,1,3,1342238400
474,1,3,1346817600
330,1,3,1381377600
958,1,3,1363579200
17,1,3,1330837200
1295,1,3,1329541200
38,1,3,1354165200
1952,1,3,1305518400
223,1,3,1304395200
625,1,2,1293426000
1392,1,2,1418101200
3355,1,2,1414990800
1881,1,2,1404964800
58,1,2,1412654400
96,1,2,1410148800
1580,1,2,1392526800
196,1,2,1391576400
146,1,2,1390885200
416,1,2,1391835600
1198,1,2,1390453200
3319,1,2,1387256400
1867,1,2,1396411200
896,1,2,1384059600
617,1,2,1383886800
3300,1,2,1380254400
1877,1,2,1378353600
462,1,2,1378353600
3279,1,2,1375675200
454,1,2,1387256400
1860,1,2,1371182400
121,1,2,1370318400
151,1,2,1376366400
1570,1,2,1373688000
1573,1,2,1408939200
1063,1,2,1365912000
1353,1,2,1402200000
459,1,2,1372910400
2334,1,2,1363924800
1267,1,2,1363320000
1060,1,2,1362114000
1061,1,2,1361595600
7431,1,2,1362459600
1355,1,2,1376884800
71,1,2,1355029200
3070,1,2,1353992400
2113,1,2,1352696400
3001,1,2,1352610000
396,1,2,1352437200
2260,1,2,1350446400
142,1,2,1365566400
2238,1,2,1344139200
123,1,2,1343880000
2942,1,2,1347940800
1509,1,2,1339992000
7410,1,2,1337659200
1760,1,2,1335412800
2876,1,2,1333080000
259,1,2,1397448000
1493,1,2,1332820800
2845,1,2,1329368400
370,1,2,1329109200
2844,1,2,1328936400
2167,1,2,1327381200
156,1,2,1325739600
2808,1,2,1323925200
255,1,2,1323147600
736,1,2,1324357200
7603,1,2,1320901200
346,1,2,1333857600
9,1,2,1329454800
75,1,2,1320642000
175,1,2,1318910400
2754,1,2,1317268800
22,1,2,1320728400
155,1,2,1311307200
1261,1,2,1309320000
2552,1,2,1307851200
2586,1,2,1307592000
710,1,2,1314504000
578,1,2,1307332800
472,1,2,1306814400
2472,1,2,1304395200
1606,1,2,1302062400
4,1,2,1299646800
563,1,2,1312862400
744,1,1,1294549200
3422,1,1,1420347600
250,1,1,1418360400
249,1,1,1418101200
2427,1,1,1417064400
3414,1,1,1416978000
1590,1,1,1414728000
2305,1,1,1411876800
1900,1,1,1411358400
3392,1,1,1406520000
1065,1,1,1405656000
1147,1,1,1402372800
1072,1,1,1402200000
3375,1,1,1399176000
1024,1,1,1396843200
709,1,1,1396497600
1382,1,1,1392008400
3332,1,1,1386219600
1885,1,1,1385787600
3330,1,1,1385701200
1197,1,1,1385182800
3316,1,1,1385182800
1886,1,1,1384923600
154,1,1,1384837200
1522,1,1,1379908800
2391,1,1,1379131200
3298,1,1,1378180800
432,1,1,1377921600
3292,1,1,1377576000
3290,1,1,1377576000
7597,1,1,1376020800
3274,1,1,1375502400
1875,1,1,1375416000
291,1,1,1374897600
158,1,1,1374811200
1579,1,1,1374552000
1846,1,1,1372392000
1066,1,1,1372392000
290,1,1,1369368000
3233,1,1,1368936000
891,1,1,1368676800
247,1,1,1373256000
1856,1,1,1367467200
3211,1,1,1367553600
115,1,1,1367380800
1365,1,1,1366948800
483,1,1,1366862400
3210,1,1,1366430400
3189,1,1,1366171200
3193,1,1,1366084800
2352,1,1,1365912000
1847,1,1,1365825600
3173,1,1,1365307200
1051,1,1,1365048000
1843,1,1,1364788800
2342,1,1,1364616000
7341,1,1,1364529600
3139,1,1,1364529600
1186,1,1,1364443200
3167,1,1,1364443200
3149,1,1,1364270400
1842,1,1,1364184000
3156,1,1,1363579200
3141,1,1,1363320000
817,1,1,1363233600
1840,1,1,1362974400
1839,1,1,1362974400
2324,1,1,1362718800
3143,1,1,1362718800
3142,1,1,1362459600
174,1,1,1361336400
2315,1,1,1360645200
1356,1,1,1360213200
1835,1,1,1359867600
296,1,1,1359781200
3118,1,1,1365998400
1542,1,1,1359435600
3111,1,1,1358398800
753,1,1,1358139600
3088,1,1,1355893200
395,1,1,1355806800
3068,1,1,1354856400
3042,1,1,1354770000
1442,1,1,1354683600
1339,1,1,1355720400
596,1,1,1354424400
2281,1,1,1353992400
222,1,1,1353646800
194,1,1,1353646800
3064,1,1,1353646800
1812,1,1,1353560400
1796,1,1,1353387600
701,1,1,1353214800
124,1,1,1352955600
3057,1,1,1352782800
7427,1,1,1352869200
2276,1,1,1352437200
2271,1,1,1351656000
1525,1,1,1350619200
2235,1,1,1350446400
3027,1,1,1350360000
2090,1,1,1350273600
1342,1,1,1350014400
331,1,1,1350014400
3023,1,1,1349841600
2261,1,1,1349841600
68,1,1,1349841600
116,1,1,1349582400
1043,1,1,1349582400
3020,1,1,1348977600
491,1,1,1348459200
179,1,1,1348372800
2252,1,1,1349236800
214,1,1,1348113600
439,1,1,1347940800
2147,1,1,1347768000
1167,1,1,1347508800
697,1,1,1347163200
67,1,1,1347163200
1793,1,1,1347076800
258,1,1,1346731200
1340,1,1,1346472000
2996,1,1,1346299200
1520,1,1,1345780800
1336,1,1,1345348800
30,1,1,1345348800
178,1,1,1348113600
747,1,1,1342497600
2962,1,1,1341374400
2952,1,1,1340337600
455,1,1,1339992000
260,1,1,1339560000
623,1,1,1339387200
29,1,1,1338955200
1510,1,1,1338523200
2927,1,1,1338264000
301,1,1,1337140800
2907,1,1,1336190400
2909,1,1,1335931200
1148,1,1,1335412800
955,1,1,1335326400
1502,1,1,1335067200
2853,1,1,1334894400
1500,1,1,1334721600
2178,1,1,1334721600
1320,1,1,1334635200
874,1,1,1334635200
2177,1,1,1334203200
2892,1,1,1334116800
636,1,1,1364875200
1034,1,1,1334548800
1494,1,1,1333512000
276,1,1,1333339200
1318,1,1,1333080000
117,1,1,1332907200
1492,1,1,1332302400
1302,1,1,1332302400
1313,1,1,1332129600
1491,1,1,1331956800
2870,1,1,1331697600
2181,1,1,1331524800
1309,1,1,1330664400
1750,1,1,1330232400
2848,1,1,1329973200
1458,1,1,1329714000
951,1,1,1329627600
1029,1,1,1329627600
2176,1,1,1329195600
2846,1,1,1329109200
347,1,1,1329022800
2173,1,1,1328850000
2826,1,1,1327035600
1742,1,1,1340856000
2166,1,1,1326776400
2823,1,1,1326258000
2820,1,1,1325480400
2814,1,1,1324962000
1736,1,1,1324616400
1025,1,1,1324443600
1482,1,1,1324357200
1483,1,1,1324270800
2152,1,1,1352091600
2806,1,1,1323320400
1128,1,1,1322888400
2801,1,1,1322629200
2795,1,1,1322110800
1290,1,1,1322110800
1288,1,1,1321938000
1436,1,1,1321592400
2498,1,1,1321419600
2784,1,1,1320987600
587,1,1,1320728400
2780,1,1,1320292800
2779,1,1,1320120000
305,1,1,1320120000
944,1,1,1320120000
2129,1,1,1319515200
683,1,1,1319428800
42,1,1,1319256000
1136,1,1,1318737600
1283,1,1,1318564800
2127,1,1,1317614400
2093,1,1,1316664000
1284,1,1,1316491200
72,1,1,1316318400
264,1,1,1316232000
2756,1,1,1316145600
1285,1,1,1316059200
613,1,1,1316059200
304,1,1,1315886400
1282,1,1,1315886400
4721,1,1,1315713600
1475,1,1,1315022400
2746,1,1,1314849600
1715,1,1,1314676800
734,1,1,1314417600
2108,1,1,1314331200
1923,1,1,1314158400
1465,1,1,1313985600
2742,1,1,1313726400
2117,1,1,1313640000
1720,1,1,1313467200
90,1,1,1313467200
2731,1,1,1312862400
1457,1,1,1312776000
2725,1,1,1312776000
2109,1,1,1311566400
543,1,1,1312516800
2102,1,1,1311048000
712,1,1,1310270400
231,1,1,1311134400
2687,1,1,1309924800
1708,1,1,1309752000
1129,1,1,1309665600
76,1,1,1309320000
2065,1,1,1307851200
1251,1,1,1307505600
1248,1,1,1307419200
725,1,1,1307160000
2559,1,1,1307073600
507,1,1,1306728000
1942,1,1,1304913600
1232,1,1,1304654400
534,1,1,1304568000
994,1,1,1304136000
503,1,1,1303790400
2448,1,1,1302580800
846,1,1,1301976000
1,250,1,1419310800
2,250,7,1308196800
4,250,2,1299128400
5,250,2,1403582400
16,250,1,1304136000
19,250,1,1402804800
24,250,1,1377230400
31,250,1,1358312400
49,250,5,1380686400
85,250,5,1420088400
96,250,1,1401076800
238,250,1,1402027200
406,250,2,1307246400
2523,250,1,1305691200
715,250,1,1304136000


